Title,Author,Price,Link,ISBN
"Estuche Trilogía Dune, Edición de Lujo (Dune; El Mesías de Dune; Hijos de D Une ) / Dune Saga Deluxe: Dune, Dune Messiah, and Children of Dune","Herbert, Frank",66790,https://www.buscalibre.cl/libro-estuche-trilogia-dune-edicion-de-lujo-dune-el-mesias-de-dune-hijos-de-d-une-dune-saga-deluxe-dune-dune-messiah-and-children-of-dune/9788466367943/p/55678376,9788466367943
Juego de Tronos,George R. R. Martin,24790,https://www.buscalibre.cl/libro-juego-de-tronos/9786287513976/p/54955499,9786287513976
Los Amantes de Praga,Alyson Richman,6440,https://www.buscalibre.cl/libro-los-amantes-de-praga/9789569963353/p/53108730,9789569963353
David Bowie (Pequeño y Grande),María Isabel Sánchez Vegara,5940,https://www.buscalibre.cl/libro-david-bowie-pequeno-y-grande/9789561235120/p/54204979,9789561235120
El Vizconde que me amo (Bridgerton #2),Julia Quinn,12680,https://www.buscalibre.cl/libro-el-vizconde-que-me-amo-bridgerton-2/9789567042371/p/53146536,9789567042371
El Problema de Los Tres Cuerpos / The Three-Body Problem (en Inglés),"Liu, Cixin",26240,https://www.buscalibre.cl/libro-el-problema-de-los-tres-cuerpos-the-three-body-problem/9788466659734/p/47579989,9788466659734
Shogun,James Clavell,22630,https://www.buscalibre.cl/libro-shogun/9788466376976/p/56011934,9788466376976
El mesías de Dune (Dune 2),Frank Herbert,15450,https://www.buscalibre.cl/libro-el-mesias-de-dune-dune-2/9786287513075/p/53698091,9786287513075
Mi Menú Para Cada día,Connie Achurra,21000,https://www.buscalibre.cl/libro-mi-menu-para-cada-dia/9789562586481/p/55712763,9789562586481
Tokio Blues,Haruki Murakami,13500,https://www.buscalibre.cl/libro-tokio-blues/9789563602074/p/47930224,9789563602074
